Format,Call Letters,Market,Station Name
Latin,WTLQ,"Ft. Myers-Naples, FL ",LATINO 97.7
Latin,WTNT-AM,"Washington, DC ",LA CAPITAL
Latin,WVIV,"Chicago, IL ",MAXIMA 103.1
Latin,WVJP,"San Juan, PR ",DIMENSION 103
Latin,WVKO,"Columbus, OH ",MEGA 103.1
Latin,WVOZ,"San Juan, PR ",MIX 107.7
Latin,WXDJ,"Miami, FL ",EL ZOL 106.7
Latin,WXNY,"New York, NY ",X96.3
Latin,WXYX,"San Juan, PR ",LA X
Latin,WYMY,"Raleigh-Durham, NC ",LA LEY 101.1 FM
Latin,WYUU,"Tampa-St. Petersburg, FL ",92.5 MAXIMA FM
Latin,WZNT,"San Juan, PR ",ZETA 93.7
Latin,WZUP,"Greenville-New Bern, NC ",LA INVASORA 104.7
Latin,XAVO,"McAllen-Brownsville, TX ",DIGITAL 101.5 FM
Latin,XGLX,"San Diego, CA ",EXA 91.7
Latin,XHFG,"San Diego, CA ",PULSAR 107.3 FM
Latin,XHNZ,"El Paso, TX ",LA ZETA
Latin,XHPX,"El Paso, TX ",EXA FM
Latin,XHTY,"San Diego, CA ",LA INVASORA
Latin,XLTN,"San Diego, CA ",RADIO LATINA 104.5
Latin,XMOR,"San Diego, CA ",MORE FM 98.9
Mainstream Rock,KATT,"Oklahoma City, OK ",KATT ROCK 100.5 FM
Mainstream Rock,KAZR,"Des Moines, IA ",PURE ROCK LAZER 103.3
Mainstream Rock,KBPI,"Denver, CO ",106.7 KBPI ROCKS
Mainstream Rock,KDJE,"Little Rock, AR ",100.3 THE EDGE
Mainstream Rock,KDOT,"Reno, NV ",ROCK 104.5
Mainstream Rock,KEGL,"Dallas-Ft. Worth, TX ",97.1 THE EAGLE
Mainstream Rock,KFRQ,"McAllen-Brownsville, TX ",THE ROCK 94.5
Mainstream Rock,KFTE,"Lafayette, LA ",PLANET RADIO 105-ONE
Mainstream Rock,KHTQ,"Spokane, WA ",ROCK 94 1/2
Mainstream Rock,KICT,"Wichita, KS ",T-95
Mainstream Rock,KILO,"Colorado Springs, CO ",94.3 KILO
Mainstream Rock,KIOZ,"San Diego, CA ",ROCK 105.3
Mainstream Rock,KISS,"San Antonio, TX ",99.5 KISS ROCKS SAN ANTONIO
Mainstream Rock,KISW,"Seattle-Tacoma, WA ",KISW ROCK 99.9 FM
Mainstream Rock,KKBW,"Seattle-Tacoma, WA ",THE BREW 104.9
Mainstream Rock,KLAQ,"El Paso, TX ",THE Q 95.5FM
Mainstream Rock,KMOD,"Tulsa, OK ",KMOD 97.5
Mainstream Rock,KNCN,"Corpus Christi, TX ",C-101 ROCKS
Mainstream Rock,KOMP,"Las Vegas, NV ",KOMP 92.3
Mainstream Rock,KQRA,"Springfield, MO ",Q102.1
Mainstream Rock,KQRC,"Kansas City, MO-KS ",THE ROCK 98.9 FM
Mainstream Rock,KQXR,"Boise, ID ",100.3 THE X
Mainstream Rock,KRXQ,"Sacramento, CA ",98 ROCK
Mainstream Rock,KTUX,"Shreveport, LA ",99X
Mainstream Rock,KUPD,"Phoenix, AZ ",98 KUPD ARIZONA'S REAL ROCK
Mainstream Rock,KXXR,"Minneapolis-St. Paul, MN ",93X ROCKS
Mainstream Rock,KZRR,"Albuquerque, NM ",KZRR 94 ROCK
Mainstream Rock,MCAR,Networks,MC MUSIC CHOICE - ROCK
Mainstream Rock,SXOC,Networks,SIRIUS XM - OCTANE
Mainstream Rock,WAAF,"Boston, MA ",WAAF 107.3 FM
Mainstream Rock,WAQX,"Syracuse, NY ",95X ROCK RADIO
Mainstream Rock,WBSX,"Wilkes-Barre-Scranton, PA ",97.9 X
Mainstream Rock,WBYR,"Ft. Wayne, IN ",98.9 THE BEAR
Mainstream Rock,WCHZ,"Augusta, GA ",95 ROCK
Mainstream Rock,WDHA,"Morristown, NJ ",WDHA 105.5
Mainstream Rock,WEBN,"Cincinnati, OH ",WEBN 102.7
Mainstream Rock,WFXH,"Savannah, GA ",ROCK 106.1
Mainstream Rock,WGRD,"Grand Rapids, MI ",WGRD 97.9
Mainstream Rock,WHQG,"Milwaukee, WI ",102.9 THE HOG
Mainstream Rock,WHXR,"Portland-Poland Spring, ME ",106.3 THE BONE
Mainstream Rock,WIIL,"Chicago, IL ",95 WIIL ROCK
Mainstream Rock,WIXV,"Savannah, GA ",I-95
Mainstream Rock,WIYY,"Baltimore, MD ",98 ROCK
Mainstream Rock,WJJO,"Madison, WI ",SOLID ROCK 94.1 JJO
Mainstream Rock,WJRR,"Orlando, FL ",THE ROCK STATION
Mainstream Rock,WJXQ,"Lansing-East Lansing, MI ",Q106
Mainstream Rock,WKCN-HD,"Columbus, GA ",106.9 REALLY ROCKS
Mainstream Rock,WKLC,"Charleston, WV ",ROCK 105
Mainstream Rock,WKQZ,"Saginaw-Bay City-Midland, MI ",Z93
Mainstream Rock,WKRL,"Syracuse, NY ",K ROCK 100.9
Mainstream Rock,WLZX,"Springfield, MA ",LAZER 99.3
Mainstream Rock,WMMR,"Philadelphia, PA ",93.3 WMMR ROCKS
Mainstream Rock,WMMS,"Cleveland, OH ",100.7 WMMS
Mainstream Rock,WNNX,"Atlanta, GA ",ROCK 100.5
Mainstream Rock,WNOR,"Norfolk-Virginia Beach, VA ",FM99 WNOR
Mainstream Rock,WQBK,"Albany-Schenectady, NY ",Q 103
Mainstream Rock,WQXA,"Harrisburg-Lebanon-Carlisle, PA ",105.7 THE X
Mainstream Rock,WRAT,"Monmouth-Ocean, NJ ",WRAT 95.9 THE RAT ROCKS!
Mainstream Rock,WRIF,"Detroit, MI ",101 WRIF
Mainstream Rock,WRKZ,"Columbus, OH ",99.7 THE BLITZ
Mainstream Rock,WRQK,"Akron, OH ",ROCK 106.9
Mainstream Rock,WRTT,"Huntsville, AL ",ROCKET 95.1
Mainstream Rock,WRXR,"Chattanooga, TN ",ROCK 105
Mainstream Rock,WRZK,"Johnson City-Kingsport-Bristol, TN-VA ",95.9 THE HOG
Mainstream Rock,WTFX,"Louisville, KY ",93.1 THE FOX
Mainstream Rock,WTKX,"Pensacola, FL ",TK101 THE ROCK STATION
Mainstream Rock,WTPA,"Harrisburg-Lebanon-Carlisle, PA ",92.1 WTPA
Mainstream Rock,WTPT,"Greenville-Spartanburg, SC ",PLANET 93.3
Mainstream Rock,WTZR,"Johnson City-Kingsport-Bristol, TN-VA ",Z-ROCK 99.3
Mainstream Rock,WVRK,"Columbus, GA ",ROCK 103
Mainstream Rock,WVRX,"Knoxville, TN ",95.7 THE X
Mainstream Rock,WWBN,"Flint, MI ",BANANA 101.5 ROCKS
Mainstream Rock,WWIZ,"Youngstown, OH ",ROCK 104
Mainstream Rock,WWSK,"Nassau-Suffolk, NY ",94.3 THE SHARK
Mainstream Rock,WXFX,"Montgomery, AL ",95.1 THE FOX
Mainstream Rock,WXNR,"Greenville-New Bern, NC ",99.5 THE X
Mainstream Rock,WXQR,"Greenville-New Bern, NC ",ROCK 105.5
Mainstream Rock,WXRX,"Rockford, IL ",104.9 THE X
Mainstream Rock,WXTB,"Tampa-St. Petersburg, FL ",98 ROCK
Mainstream Rock,WXZZ,"Lexington, KY ",Z-ROCK 103
Mainstream Rock,WYBB,"Charleston, SC ",THE X
Mainstream Rock,WZOR,"Green Bay, WI ",RAZOR 94.7
Mainstream Rock,WZZO,"Allentown, PA ",95.1 WZZO
Mexico,BAMX,Video-Cable Mexico,BANDAMAX
Mexico,CN09,Video-Cable Mexico,GALAVISION
Mexico,CN13,Video-Cable Mexico,AZTECA 13
Mexico,HBIO,"Guadalajara, MX ",FIESTA MEXICANA 92.3 FM
Mexico,HDFM,"Mexico City, MX ",MIX 106.5
Mexico,HEXA,"Mexico City, MX ",EXA 104.9
Mexico,HFAJ,"Mexico City, MX ",ALFA RADIO 91.3
Mexico,HMNR,"Monterrey, MX ",STEREO HITS 106.1
Mexico,HPAG,"Monterrey, MX ",LA MAS BUENA 105.3
Mexico,HPOP,"Mexico City, MX ",DIGITAL 99.3 FM
Mexico,HRED,"Mexico City, MX ",RADIO RED 88.1 FM
Mexico,HSRO,"Monterrey, MX ",LA MEJOR 92.5
Mexico,HUIA,"Mexico City, MX ",IBERO 90.9
Mexico,HVOZ,"Guadalajara, MX ",LA Z 107.5 FM
Mexico,RITM,Video-Cable Mexico,RITMOSON
Mexico,TLHT,Video-Cable Mexico,TELEHIT
Mexico,XEAD,"Guadalajara, MX ",LA BUENA ONDA 101.9
Mexico,XEBA,"Guadalajara, MX ",KE BUENA 97.1
Mexico,XEHL,"Guadalajara, MX ",LOS 40 PRINCIPALES 102.7
Mexico,XEJP,"Mexico City, MX ",STEREO JOYA 93.7 FM
Mexico,XEOY,"Mexico City, MX ",OYE 89.7 FM
Mexico,XEPH-AM,"Mexico City, MX ",SABROSITA 590 AM
Mexico,XEQ,"Mexico City, MX ",KE BUENA 92.9
Mexico,XEQR,"Mexico City, MX ",LA Z 107.3 FM
Mexico,XERC,"Mexico City, MX ",STEREO 97.7 FM
Mexico,XET,"Monterrey, MX ",LA CALIENTE 94.1
Mexico,XEX,"Mexico City, MX ",LOS 40 PRINCIPALES
Mexico,XHAV,"Guadalajara, MX ",RMX 100.3 FM
Mexico,XHDK,"Guadalajara, MX ",PLANETA 94.7
Mexico,XHFO,"Mexico City, MX ",UNIVERSAL 92.1 FM
Mexico,XHJD,"Monterrey, MX ",D99
Mexico,XHLS,"Guadalajara, MX ",ROMANCE 99.5
Mexico,XHMA,"Guadalajara, MX ",EXA 101.1
Mexico,XHMF,"Monterrey, MX ",PLANETA 104.5
Mexico,XHMG,"Monterrey, MX ",DIGITAL 102.9
Mexico,XHOF,"Mexico City, MX ",REACTOR 105.7
Mexico,XHPI,"Guadalajara, MX ",AMOR 93.1
Mexico,XHQQ,"Monterrey, MX ",BANDA 93.3
Mexico,XHRA,"Guadalajara, MX ",MAGIA 89.9 FM
Mexico,XHRK,"Monterrey, MX ",LA SABROSITA 95.7
Mexico,XHRL,"Monterrey, MX ",GENESIS 98.1
Mexico,XHRO,"Guadalajara, MX ",LA MEJOR 95.5
Mexico,XHRX,"Guadalajara, MX ",LA TAPATIA 103.5
Mexico,XHSH,"Mexico City, MX ",AMOR 95.3 FM
Mexico,XHSP,"Monterrey, MX ",LA INVASORA 99.7
Mexico,XHSR,"Monterrey, MX ",EXA 97.3
Mexico,XMTV,Video-Cable Mexico,MTV
Mexico,XVH1,Video-Cable Mexico,VH1
News/Talk,KABC-AM,"Los Angeles, CA ",TALKRADIO 790
News/Talk,KBME-AM,"Houston-Galveston, TX ",SPORTSTALK 790 AM
News/Talk,KBZZ-AM,"Reno, NV ",1270 THE BUZZ
News/Talk,KCBS-AM,"San Francisco, CA ",ALL NEWS 740 AM
News/Talk,KCMO-AM,"Kansas City, MO/KS ",TALK RADIO 710
News/Talk,KCSP-AM,"Kansas City, MO/KS ",610 SPORTS
News/Talk,KDKA,"Pittsburgh, PA ",93.7 THE FAN
News/Talk,KDKA-AM,"Pittsburgh, PA ",NEWSRADIO 1020
News/Talk,KEIB-AM,"Los Angeles, CA ",1150 THE PATRIOT
News/Talk,KERI-AM,"Bakersfield, CA ",1410 AM KERI
News/Talk,KESN,"Dallas-Ft. Worth, TX ",103.3 ESPN
News/Talk,KEX-AM,"Portland, OR ",1190 KEX NEWSRADIO
News/Talk,KFBK-AM,"Sacramento, CA ",NEWSTALK 1530
News/Talk,KFEQ-AM,"Kansas City, MO/KS ",KFEQ 680 AM
News/Talk,KFI-AM,"Los Angeles, CA ",MORE STIMULATING TALK RADIO
News/Talk,KFMB-AM,"San Diego, CA ",TUNE IN. TURN ON.
News/Talk,KFNC,"Houston-Galveston, TX ",ESPN 97.5
News/Talk,KFTK,"St. Louis, MO ",97.1 FM TALK
News/Talk,KFWB-AM,"Los Angeles, CA ",THE BEAST 980
News/Talk,KFXN,"Minneapolis-St. Paul, MN ",KFAN SPORTS RADIO
News/Talk,KFXX-AM,"Portland, OR ",THE FAN 1080 AM
News/Talk,KFYI-AM,"Phoenix, AZ ",FOX NEWSRADIO
News/Talk,KGME-AM,"Phoenix, AZ ",FOX SPORTS 910 PHOENIX
News/Talk,KGMZ,"San Francisco, CA ",95.7 FM THE GAME
News/Talk,KGO-AM,"San Francisco, CA ",NEWSTALK AM 810
News/Talk,KHOW-AM,"Denver-Boulder, CO ",DENVER'S TALK STATION
News/Talk,KHTK-AM,"Sacramento, CA ",SPORTS 1140
News/Talk,KHVH-AM,"Honolulu, HI ",NEWSRADIO 830
News/Talk,KILT-AM,"Houston-Galveston, TX ",SPORTSRADIO 610
News/Talk,KIRO,"Seattle-Tacoma, WA ",97.3 NEWS TALK KIRO FM
News/Talk,KIRO-AM,"Seattle-Tacoma, WA ",710 ESPN SEATTLE
News/Talk,KJAC,"Denver-Boulder, CO ",105.5 ESPN
News/Talk,KJR-AM,"Seattle-Tacoma, WA ",SPORTS RADIO 950
News/Talk,KKEA-AM,"Honolulu, HI ",ESPN RADIO 1420
News/Talk,KKFN,"Denver-Boulder, CO ",THE FAN
News/Talk,KKOL-AM,"Seattle-Tacoma, WA ",AM 1300 WALL STREET BUSINESS NETWORK
News/Talk,KKSF-AM,"San Francisco, CA ",NEWSTALK 910 AM
News/Talk,KKZN-AM,"Denver-Boulder, CO ",REAL TALK 760
News/Talk,KLAC-AM,"Los Angeles, CA ",AM 570 FOX SPORTS
News/Talk,KLIF-AM,"Dallas-Ft. Worth, TX ",KLIF 570 NEWS/INFORMATION
News/Talk,KLIV-AM,"San Jose, CA ",SILICON VALLEY NEWS
News/Talk,KMBZ-AM,"Kansas City, MO/KS ",NEWS RADIO 980
News/Talk,KMOX-AM,"St. Louis, MO ",THE VOICE OF ST. LOUIS
News/Talk,KNBR-AM,"San Francisco, CA ",680 THE SPORTS LEADER
News/Talk,KNEW-AM,"San Francisco, CA ",960 AM KNEW
News/Talk,KNRS-AM,"Salt Lake City-Ogden-Provo, UT ",TALKRADIO 570 AM
News/Talk,KNX-AM,"Los Angeles, CA ",KNX 1070 NEWSRADIO
News/Talk,KOA-AM,"Denver-Boulder, CO ",NEWS RADIO 850 KOA
News/Talk,KOGO-AM,"San Diego, CA ",SAN DIEGO'S NEWS & TALK STATION
News/Talk,KOMO-AM,"Seattle-Tacoma, WA ",KOMO NEWSRADIO
News/Talk,KPAM-AM,"Portland, OR ",THE VOICE OF PORTLAND
News/Talk,KPOJ-AM,"Portland, OR ",FOX SPORTS AM 620
News/Talk,KPRC-AM,"Houston-Galveston, TX ",RADIO MOJO
News/Talk,KPTK-AM,"Seattle-Tacoma, WA ",PROGRESSIVE TALK
News/Talk,KQV-AM,"Pittsburgh, PA ",KQV AM 1410
News/Talk,KRLD,"Dallas-Ft. Worth, TX ",105.3 THE FAN
News/Talk,KRLD-AM,"Dallas-Ft. Worth, TX ",NEWSRADIO 1080
News/Talk,KROI,"Houston-Galveston, TX ",NEWS 92 FM
News/Talk,KSFO-AM,"San Francisco, CA ",HOT TALK KSFO 560
News/Talk,KSL,"Salt Lake City-Ogden-Provo, UT ",KSL NEWSRADIO
News/Talk,KSPN-AM,"Los Angeles, CA ",710 ESPN
News/Talk,KSTE-AM,"Sacramento, CA ",TALK 650 KSTE
News/Talk,KSTP-AM,"Minneapolis-St. Paul, MN ",AM 1500 THE SPORTS TALK STATION
News/Talk,KTAR,"Phoenix, AZ ",KTAR NEWS
News/Talk,KTAR-AM,"Phoenix, AZ ",ARIZONA SPORTS
News/Talk,KTCK-AM,"Dallas-Ft. Worth, TX ",SP0RTSRADIO 1310 THE TICKET
News/Talk,KTCN-AM,"Minneapolis-St. Paul, MN ",NEWS-TALK AM 1130
News/Talk,KTCT-AM,"San Francisco, CA ",THE SPORTS LEADER
News/Talk,KTMY,"Minneapolis-St. Paul, MN ",MY TALK 107
News/Talk,KTRH-AM,"Houston-Galveston, TX ",NEWSRADIO 740
News/Talk,KTRS-AM,"St. Louis, MO ",BIG 550 KTRS
News/Talk,KTSA-AM,"San Antonio, TX ",NEWS-TALK-TRAFFIC-WEATHER
News/Talk,KTTH-AM,"Seattle-Tacoma, WA ",THE TRUTH
News/Talk,KVI-AM,"Seattle-Tacoma, WA ",SMART TALK 570 KVI
News/Talk,KXL-AM,"Portland, OR ",THE GAME
News/Talk,KXNT-AM,"Las Vegas, NV ",NEWSRADIO 840
News/Talk,KYW-AM,"Philadelphia, PA ",NEWSRADIO 1060
News/Talk,WABC-AM,"New York, NY ",77 WABC STIMULATING TALK
News/Talk,WAQI-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",RADIO MAMBI
News/Talk,WAXY-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",790 THE TICKET
News/Talk,WBAL-AM,"Baltimore, MD ",MARYLAND'S NEWS-TALK-SPORTS STATION
News/Talk,WBAP-AM,"Dallas-Ft. Worth, TX ",NEWS/TALK 820
News/Talk,WBBM-AM,"Chicago, IL ",NEWSRADIO 780
News/Talk,WBBR-AM,"New York, NY ",BLOOMBERG RADIO AM1130
News/Talk,WBCN-AM,"Charlotte-Gastonia-Rock Hill, NC/SC ",AMERICA'S TALK 1660
News/Talk,WBGG-AM,"Pittsburgh, PA ",970 AM ESPN
News/Talk,WBNS,"Columbus, OH ",97.1 THE FAN
News/Talk,WBT,"Charlotte-Gastonia-Rock Hill, NC/SC ",WBT NEWS TALK RADIO
News/Talk,WBZ,"Boston, MA ",98.5 THE SPORTS HUB
News/Talk,WBZ-AM,"Boston, MA ",WBZ NEWSRADIO 1030
News/Talk,WCBM-AM,"Baltimore, MD ",TALKRADIO 680 WCBM
News/Talk,WCBS-AM,"New York, NY ",NEWSRADIO 880
News/Talk,WCCO-AM,"Minneapolis-St. Paul, MN ",WCCO NEWS RADIO 830
News/Talk,WCKY-AM,"Cincinnati, OH ",CINCINNATI'S ESPN 1530
News/Talk,WDAE-AM,"Tampa-St. Petersburg-Clearwater, FL ",THE SPORTS ANIMAL
News/Talk,WDBO-AM,"Orlando, FL ",ESPN ORLANDO 580 AM
News/Talk,WDFN-AM,"Detroit, MI ",1130 AM THE FAN
News/Talk,WEEI-AM,"Boston, MA ",ESPN ON WEEI
News/Talk,WEPN-AM,"New York, NY ",ESPN DEPORTES
News/Talk,WFAN-AM,"New York, NY ",WFAN SPORTS RADIO 660 AM
News/Talk,WFLA-AM,"Tampa-St. Petersburg-Clearwater, FL ",FOX NEWSRADIO 970
News/Talk,WFLF-AM,"Orlando, FL ",AM 540
News/Talk,WFNI-AM,"Indianapolis, IN ",1070 THE FAN
News/Talk,WGFX,"Nashville, TN ",104.5 THE ZONE
News/Talk,WGN-AM,"Chicago, IL ",THE VOICE OF CHICAGO
News/Talk,WGUL-AM,"Tampa-St. Petersburg-Clearwater, FL ",TALK RADIO 860
News/Talk,WGVX,"Minneapolis-St. Paul, MN ",105 THE TICKET
News/Talk,WHB-AM,"Kansas City, MO/KS ",SPORTS RADIO 810
News/Talk,WHJJ-AM,"Providence-Warwick-Pawtucket, RI ",TALK RADIO 920 AM
News/Talk,WHK-AM,"Cleveland, OH ",AM 1420 THE ANSWER
News/Talk,WHOO-AM,"Orlando, FL ",SPORTSTALK 1080 THE TEAM
News/Talk,WIBC,"Indianapolis, IN ",INDY'S NEWS CENTER
News/Talk,WIND-AM,"Chicago, IL ",AM 560 THE ANSWER
News/Talk,WINS-AM,"New York, NY ",ALL NEWS ALL THE TIME
News/Talk,WINZ-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",THE SPORTS ANIMAL
News/Talk,WIOD-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",NEWSRADIO WIOD
News/Talk,WIP-AM,"Philadelphia, PA ",SPORTSRADIO 610
News/Talk,WISN-AM,"Milwaukee-Racine, WI ",NEWS/TALK 1130
News/Talk,WJAS-AM,"Pittsburgh, PA ",WJAS 1320
News/Talk,WJFK,"Washington, DC ",106.7 THE FAN
News/Talk,WJNO-AM,"West Palm Beach-Boca Raton, FL ",NEWSRADIO 1290
News/Talk,WJR-AM,"Detroit, MI ",NEWSTALK 760
News/Talk,WJZ,"Baltimore, MD ",105.7 THE FAN
News/Talk,WKNR-AM,"Cleveland, OH ",ESPN 850 AM
News/Talk,WKRC-AM,"Cincinnati, OH ",55 KRC THE TALK STATION
News/Talk,WKRK,"Cleveland, OH ",92.3 THE FAN
News/Talk,WKXW,"Philadelphia, PA ",NEW JERSEY 101.5
News/Talk,WLAC-AM,"Nashville, TN ",NEWSRADIO 1510
News/Talk,WLS-AM,"Chicago, IL ",CHICAGO'S TALK STATION
News/Talk,WLW-AM,"Cincinnati, OH ",THE BIG ONE
News/Talk,WMAL-AM,"Washington, DC ",NEWS TALK 630
News/Talk,WMEL-AM,"Melbourne-Titusville-Cocoa, FL ",THE TALK TO ME STATION
News/Talk,WMGC,"Detroit, MI ",DETROIT SPORTS 105.1
News/Talk,WMVP-AM,"Chicago, IL ",ESPN AM 1000
News/Talk,WNDE-AM,"Indianapolis, IN ",WNDE 1260 AM
News/Talk,WOAI-AM,"San Antonio, TX ",NEWSRADIO 1200
News/Talk,WOKY-AM,"Milwaukee-Racine, WI ",THE BIG 920
News/Talk,WOR-AM,"New York, NY ",WOR RADIO 710
News/Talk,WPEN-AM,"Philadelphia, PA ",950 ESPN PHILADELPHIA
News/Talk,WPHT-AM,"Philadelphia, PA ",TALK RADIO 1210 WPHT
News/Talk,WPRO-AM,"Providence-Warwick-Pawtucket, RI ",NEWSTALK 630
News/Talk,WPTF-AM,"Raleigh-Durham, NC ",NEWSRADIO 680
News/Talk,WQAM-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",SPORTS RADIO 560
News/Talk,WQBA-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",LA VOZ DE MIAMI
News/Talk,WQBU,"New York, NY ",UNIVISION AMERICA
News/Talk,WRBZ-AM,"Raleigh-Durham, NC ",SPORTS RADIO 850 THE BUZZ
News/Talk,WRKO-AM,"Boston, MA ",BOSTON'S TALK STATION
News/Talk,WRNO,"New Orleans, LA ",RUSH RADIO 99.5
News/Talk,WSAI-AM,"Cincinnati, OH ",FOX SPORTS 1360
News/Talk,WSB-AM,"Atlanta, GA ",NEWS/TALK 750 WSB
News/Talk,WSCR-AM,"Chicago, IL ",670 THE SCORE
News/Talk,WSUA-AM,"Miami-Ft. Lauderdale-Hollywood, FL ",CARACOL 1260
News/Talk,WTAM-AM,"Cleveland, OH ",NEWSRADIO WTAM 1100
News/Talk,WTEM-AM,"Washington, DC ",ESPN 980
News/Talk,WTKS,"Orlando, FL ",REAL RADIO 104
News/Talk,WTMJ-AM,"Milwaukee-Racine, WI ",NEWSRADIO 620
News/Talk,WTOH,"Columbus, OH ",98.9 THE ANSWER
News/Talk,WTOP,"Washington, DC ",WTOP 103.5 FM
News/Talk,WTVN-AM,"Columbus, OH ",NEWS TALK 610 WTVN
News/Talk,WVEI,"Providence-Warwick-Pawtucket, RI ",SPORTSRADIO WEEI
News/Talk,WWJ-AM,"Detroit, MI ",NEWSRADIO 950
News/Talk,WWTN,"Nashville, TN ",SUPERTALK 99.7
News/Talk,WWZN-AM,"Boston, MA ",REVOLUTION BOSTON
News/Talk,WXOS,"St. Louis, MO ",101 ESPN
News/Talk,WXYT,"Detroit, MI ",97.1 FM THE TICKET
News/Talk,WYAY,"Atlanta, GA ",NEWSRADIO 106.7
News/Talk,WZAP-AM,"Johnson City-Kingsport-Bristol, TN/VA ",WZAP 690 RADIO
News/Talk,WZGC,"Atlanta, GA ",92.9 THE GAME
News/Talk,WZZR,"West Palm Beach-Boca Raton, FL ",REAL RADIO
News/Talk,XPRS-AM,"San Diego, CA ",THE MIGHTY 1090 AM
R&B/Hip-Hop,ARHY,Networks,WESTWOODONE - THE RHYTHM
R&B/Hip-Hop,ATOU,Networks,WESTWOODONE - THE TOUCH
R&B/Hip-Hop,KAJM,"Phoenix, AZ ",MEGA 104.3
R&B/Hip-Hop,KBFB,"Dallas-Ft. Worth, TX ",97.9 THE BEAT
R&B/Hip-Hop,KBLX,"San Francisco, CA ",R&B 102.9 FM
R&B/Hip-Hop,KBTT,"Shreveport, LA ",103.7FM THE BEAT
R&B/Hip-Hop,KBXX,"Houston-Galveston, TX ",97.9 THE BOX
R&B/Hip-Hop,KDAY,"Los Angeles, CA ",93.5 KDAY
R&B/Hip-Hop,KDKS,"Shreveport, LA ",KDKS 102.1
R&B/Hip-Hop,KHHT,"Los Angeles, CA ",HOT 92 JAMZ
R&B/Hip-Hop,KHYL,"Sacramento, CA ",V101.1
R&B/Hip-Hop,KIPR,"Little Rock, AR ",POWER 92
R&B/Hip-Hop,KISQ,"San Francisco, CA ",98.1 KISS FM
R&B/Hip-Hop,KJLH,"Los Angeles, CA ",KJLH 102.3 FM
R&B/Hip-Hop,KJMM,"Tulsa, OK ",KJAMZ 105.3
R&B/Hip-Hop,KJMS,"Memphis, TN ",V101.1
R&B/Hip-Hop,KKDA,"Dallas-Ft. Worth, TX ",K104
R&B/Hip-Hop,KMEL,"San Francisco, CA ",KMEL JAMS 106.1
R&B/Hip-Hop,KMEZ,"New Orleans, LA ",OLD SCHOOL 106.7
R&B/Hip-Hop,KMGV,"Fresno, CA ",MEGA 97.9
R&B/Hip-Hop,KMJJ,"Shreveport, LA ",99.7 JAMZ
R&B/Hip-Hop,KMJK,"Kansas City, MO-KS ",MAGIC 107.3
R&B/Hip-Hop,KMJM,"St. Louis, MO ",MAGIC 100.3
R&B/Hip-Hop,KMJQ,"Houston-Galveston, TX ",MAJIC 102
R&B/Hip-Hop,KNDA,"Corpus Christi, TX ",102.9 DA BOMB
R&B/Hip-Hop,KNEK,"Lafayette, LA ",MAGIC 104.7
R&B/Hip-Hop,KNRJ,"Phoenix, AZ ",101.1 THE BEAT
R&B/Hip-Hop,KOKY,"Little Rock, AR ",KOKY 102.1 FM
R&B/Hip-Hop,KPRS,"Kansas City, MO-KS ",HOT 103 JAMZ!
R&B/Hip-Hop,KQBT,"Houston-Galveston, TX ",93.7 THE BEAT
R&B/Hip-Hop,KQXL,"Baton Rouge, LA ",Q106 DOT 5
R&B/Hip-Hop,KRNB,"Dallas-Ft. Worth, TX ",KR&B 105.7 FM
R&B/Hip-Hop,KRRQ,"Lafayette, LA ",Q 95.5 FM
R&B/Hip-Hop,KSOC,"Dallas-Ft. Worth, TX ",KSOUL 94.5
R&B/Hip-Hop,KTCX,"Beaumont-Port Arthur, TX ",MAGIC 102.5
R&B/Hip-Hop,KTWV,"Los Angeles, CA ",94.7 THE WAVE
R&B/Hip-Hop,KVMA,"Shreveport, LA ",MAGIC 102.9
R&B/Hip-Hop,KVSP,"Oklahoma City, OK ",POWER 103.5
R&B/Hip-Hop,KXHT,"Memphis, TN ",HOT 107.1 FM
R&B/Hip-Hop,KZEP,"San Antonio, TX ",HOT 104.5
R&B/Hip-Hop,KZTS,"Little Rock, AR ",STREETZ 101.1
R&B/Hip-Hop,MCHH,Networks,MC MUSIC CHOICE - HIP-HOP AND R&B
R&B/Hip-Hop,MCRB,Networks,MC MUSIC CHOICE - R&B SOUL
R&B/Hip-Hop,MCRP,Networks,MC MUSIC CHOICE - RAP
R&B/Hip-Hop,SXHH,Networks,SIRIUS XM - HIP-HOP NATION
R&B/Hip-Hop,SXHS,Networks,SIRIUS XM - HEART & SOUL
R&B/Hip-Hop,SXHT,Networks,SIRIUS XM - THE HEAT
R&B/Hip-Hop,WAGH,"Columbus, GA ",MAGIC 101.3
R&B/Hip-Hop,WAKB,"Augusta, GA ",MAGIC 100.9
R&B/Hip-Hop,WALR,"Atlanta, GA ",KISS 104.1
R&B/Hip-Hop,WAMJ,"Atlanta, GA ",MAJIC 107.5
R&B/Hip-Hop,WAMO-AM,"Pittsburgh, PA ",WAMO
R&B/Hip-Hop,WBAV,"Charlotte, NC ",V101.9
